Property_Address,Tax_Year,Property_Class,Type_of_Residence,Rooms,Bedrooms,Basement,Fireplaces,Central_Air,Full_Baths,Half_Baths,Building_Square_Feet,Land_Square_Feet,Age,Longitude,Latitude,Sale_Price
6228 S KILDARE AV,2005,203,1-story,5.0,3.0,Full basement,0.0,No,1.0,0.0,1197.0,3780.0,74.0,-87.7303633,41.7795172,305000
43  HUMMINGBIRD LN STREAMWOOD,2018,207,2.0,7.0,3.0,2.0,1.0,1.0,2.0,1.0,1700.0,5000.0,20.0,-88.20673247,42.02336775,190000
1761  PAVILION WAY  PARK RIDGE,2018,299,,,,,,,1.0,,,76857.0,10.0,-87.86614621,42.03669396,205000
6071  FRANK DR HOFFMAN ESTATES,2018,278,2.0,10.0,4.0,1.0,0.0,1.0,2.0,1.0,2647.0,11685.0,16.0,-88.2396837,42.05388457,330000
325 E 22ND ST,2008,211,2-story,16.0,8.0,Full basement,0.0,No,4.0,0.0,2992.0,5650.0,92.0,-87.62247509999997,41.4954779,180000
214 N LOMBARD AVE,2014,205,2-story,6.0,3.0,Full basement,1.0,No,1.0,0.0,1292.0,6840.0,95.0,-87.77950390000002,41.8910629,300000
1001  CENTRAL RD GLENVIEW,2018,206,2.0,9.0,5.0,2.0,1.0,1.0,3.0,2.0,2900.0,34580.0,66.0,-87.78430124,42.06491617,1095000
4639 WARSAW,2003,203,1-story,6.0,3.0,Partial basement,0.0,No,1.0,0.0,1296.0,3480.0,51.0,-87.8347712,41.8063407,151000
1137 N WOOD 1F,2012,299,,,,,,,,,,,,-87.67205809999999,41.9026071,405000
9365  HAMILTON CT DES PLAINES,2018,299,,,,,,,1.0,,,186907.0,10.0,-87.85872665,42.05800033,123500
171 N CLARK ST,2004,299,,,,,,,,,,,,-87.6306343,41.8850775,470000
3923 MADISON ST,2006,211,2-story,10.0,6.0,Full basement,0.0,No,4.0,0.0,2768.0,3150.0,103.0,-87.8817278,41.8781391,240000
10818 S LOMBARD,2008,203,1-story,5.0,3.0,Full basement,0.0,Yes,1.0,0.0,1008.0,8040.0,57.0,-87.7734878,41.7012399,192000
3100  LEXINGTON LN GLENVIEW,2018,299,,,,,,,1.0,,,311942.0,10.0,-87.83322934,42.10641386,310000
3309 S WISCONSIN AVE,2004,211,2-story,8.0,4.0,Full basement,0.0,Yes,2.0,0.0,1554.0,4666.0,108.0,-87.79998259999998,41.831145,220000
808  GREEN BAY RD WINNETKA,2018,205,2.0,8.0,3.0,1.0,1.0,1.0,1.0,1.0,1840.0,7300.0,95.0,-87.74026157,42.11338981,480000
8548 S AUSTIN AVE,2009,203,1-story,6.0,3.0,crawlspace,0.0,Yes,1.0,0.0,1301.0,10062.0,56.0,-87.77043509999999,41.735962,160500
800 N MICHIGAN AVE,2015,299,,,,,,,,,,,,-87.6251912,41.8968576,2500000
1836 WISCONSIN AVE,2006,203,1-story,6.0,3.0,Partial basement,0.0,Yes,1.0,0.0,1641.0,5100.0,81.0,-87.8015767,41.8546678,320000
4  MACARTHUR DR NORTHLAKE,2018,203,5.0,7.0,3.0,4.0,1.0,1.0,1.0,1.0,1326.0,9720.0,64.0,-87.90332852,41.92506057,128000
1809  WILMETTE AVE WILMETTE,2018,205,2.0,7.0,4.0,1.0,0.0,2.0,2.0,0.0,1730.0,6250.0,106.0,-87.72114986,42.07216445,345000
3802 MAPLE AVE,2003,205,2-story,7.0,4.0,Full basement,0.0,No,1.0,0.0,1948.0,9095.0,76.0,-87.80159590000002,41.8228317,270000
2000  BAYSIDE DR PALATINE,2018,299,,,,,,,1.0,,,858478.0,10.0,-88.00774132,42.13429815,82000
720  YORK RD GLENVIEW,2018,206,2.0,13.0,6.0,1.0,1.0,1.0,3.0,2.0,3860.0,22704.0,76.0,-87.79383605,42.06820087,1050000
8855 N CHESTER AVE NILES,2018,299,,,,,,,1.0,,,26355.0,10.0,-87.83869065,42.0416333,115000
15612 CANTERBURY LN,2004,278,2-story,8.0,4.0,Full basement,1.0,Yes,2.0,1.0,2657.0,10000.0,26.0,-87.8178795,41.6066023,375000
660  SYCAMORE LN GLENCOE,2018,204,1.0,9.0,5.0,3.0,1.0,1.0,3.0,0.0,4156.0,12100.0,54.0,-87.77105282,42.13176649,850000
4415  FITCH AVE LINCOLNWOOD,2018,234,4.0,7.0,4.0,3.0,0.0,1.0,2.0,1.0,1602.0,5384.0,49.0,-87.73901854,42.01057575,325000
1471 W BERWYN,2003,211,2-story,12.0,6.0,Full basement,0.0,No,2.0,0.0,2666.0,4250.0,95.0,-87.66749899999998,41.977768,579900
601 S CHESTER AVE PARK RIDGE,2018,203,1.0,5.0,3.0,3.0,1.0,2.0,1.0,1.0,1121.0,9101.0,63.0,-87.83870559,42.00351363,1
4910 W 25TH ST,2004,205,2-story,7.0,5.0,Full basement,0.0,No,1.0,1.0,1844.0,4725.0,112.0,-87.7471665,41.8459994,170000
4914 W FLETCHER ST,2015,203,1-story,6.0,3.0,Full basement,0.0,No,1.0,0.0,1368.0,4375.0,72.0,-87.7500089,41.93810870000001,276000
1415 SHERMAN AVE 101,2009,299,,,,,,,,,,,,-87.6814532,42.0431764,415000
643 37TH STREET,2006,299,,,,,,,,,,,,-88.00301490000003,41.8209279,140000
1437  VINE AVE PARK RIDGE,2018,206,2.0,7.0,4.0,1.0,1.0,2.0,1.0,1.0,2314.0,9006.0,87.0,-87.82856463,41.99233863,662250
3601 W WOLFRAM ST,2003,211,2-story,16.0,8.0,Partial basement,0.0,No,4.0,0.0,3056.0,3110.0,106.0,-87.7173301,41.932627,420000
4141 N PAULINA ST 1,2015,299,,,,,,,,,,,,-87.67033599999998,41.9573369,94000
2107  EASTMAN ST ROLLING MEADOWS,2018,203,1.0,6.0,3.0,3.0,0.0,1.0,1.0,0.0,1003.0,12181.0,62.0,-88.00753114,42.08457594,216000
1024 N PAULINA,2007,299,,,,,,,,,,,,-87.67011579999998,41.90043729999999,475000
248  HACKBERRY DR STREAMWOOD,2018,278,2.0,7.0,4.0,1.0,1.0,1.0,2.0,1.0,2080.0,7150.0,27.0,-88.15673369,42.01737305,250000
11358 LAKE BROOK CT,2004,295,2-story,6.0,2.0,Partial basement,1.0,Yes,2.0,1.0,1428.0,3660.0,13.0,-87.89472420000001,41.576068,250000
261 MAPLEWOOD,2007,205,2-story,7.0,3.0,Full basement,1.0,No,1.0,1.0,1797.0,9500.0,94.0,-87.824541,41.8343082,600000
15951 S ASHFORD CRT,2007,295,2-story,6.0,3.0,Full basement,0.0,Yes,1.0,1.0,1574.0,1660.0,17.0,-87.810754,41.600838,227500
3930 N PINEGROVE,2004,299,,,,,,,,,,,,-87.648457,41.95423710000001,158800
74 ILIAD DRIVE,2006,295,1-story,5.0,3.0,Full basement,0.0,Yes,2.0,0.0,1855.0,6031.0,10.0,-87.780446,41.530993,300000
737 N BRAINARD AVE,2005,202,1-story,5.0,2.0,Full basement,0.0,Yes,1.0,0.0,870.0,6650.0,81.0,-87.879964,41.82822,300000
2  OLD VALLEY RD ROLLING MEADOWS,2018,204,5.0,8.0,4.0,3.0,1.0,1.0,2.0,1.0,2452.0,13653.0,45.0,-88.03239065,42.07450474,440000
11860 W WINDEMERE 302,2010,299,,,,,,,,,,,,-87.90922990000001,41.6303166,194000
8804  GOLF RD DES PLAINES,2018,299,,,,,,,1.0,,,13457.0,10.0,-87.84615192,42.05469239,70000
6539  KOLMAR AVE LINCOLNWOOD,2018,204,1.0,7.0,3.0,3.0,1.0,1.0,2.0,1.0,2164.0,9900.0,57.0,-87.74183262,42.0000793,560000
3723  RUBY ST SCHILLER PARK,2018,299,,,,,,,1.0,,,30800.0,10.0,-87.8703558,41.94673282,35000
1960  BRENTWOOD RD NORTHBROOK,2018,295,2.0,7.0,3.0,3.0,1.0,1.0,2.0,1.0,2203.0,2380.0,10.0,-87.82772183,42.12089623,529900
10547 S 81ST CT,2004,202,1-story,5.0,2.0,Slab basement,0.0,Yes,1.0,0.0,992.0,6337.0,95.0,-87.82049040000003,41.6986534,220000
2333 N LOWELL,2004,203,1-story,5.0,3.0,Full basement,0.0,No,1.0,0.0,1002.0,3780.0,90.0,-87.7350566,41.9235625,299000
324  PARK VIEW DR NORTHLAKE,2018,203,1.0,5.0,3.0,1.0,0.0,2.0,1.0,0.0,1189.0,9420.0,58.0,-87.89215638,41.90868326,117500
526  EARLSTON RD KENILWORTH,2018,206,2.0,11.0,6.0,1.0,3.0,1.0,2.0,0.0,3500.0,13040.0,69.0,-87.71850162,42.08555528,915000
4143 N SHERIDAN RD  1E,2005,299,,,,,,,,,,,,-87.654222,41.957825,220000
7175 W BELDEN AVE,2015,211,2-story,13.0,5.0,Slab basement,0.0,No,4.0,0.0,2654.0,4246.0,59.0,-87.805325,41.920833,380000
18221 IMPERIAL LN,2015,204,1-story,6.0,3.0,Partial basement,1.0,Yes,2.0,1.0,2275.0,12062.0,10.0,-87.9034056,41.5582293,335000
8444 W WILSON 104,2013,299,,,,,,,,,,,,-87.838373,41.964443,55000
324 CRANDON,2006,211,2-story,10.0,4.0,Full basement,0.0,No,2.0,0.0,2756.0,5040.0,31.0,-87.5666593,41.62785220000001,277000
511  LINDEN AVE WILMETTE,2018,206,2.0,9.0,4.0,1.0,2.0,2.0,2.0,2.0,3290.0,8000.0,108.0,-87.69436112,42.07345789,793000
3314 LAWRENCE,2005,202,1-story,6.0,2.0,Slab basement,0.0,No,1.0,0.0,884.0,20124.0,56.0,-87.71163990000002,41.9685253,148000
2502 S 15TH AVE,2008,203,1-story,7.0,4.0,Full basement,0.0,No,1.0,0.0,1344.0,6700.0,67.0,-87.8507277,41.8584052,185000
369  BRADBURY LN BARTLETT,2018,295,2.0,7.0,2.0,3.0,1.0,1.0,2.0,1.0,1748.0,1861.0,6.0,-88.17484548,41.9884952,245500
640  WINNETKA MEWS  WINNETKA,2018,299,,,,,,,1.0,,,76986.0,10.0,-87.73668122,42.10893323,369500
2001 W WABANSIA 303,2003,299,,,,,,,,,,,,-87.677777,41.912068,485000
4020  DOBSON ST SKOKIE,2018,203,1.0,6.0,3.0,1.0,0.0,1.0,1.0,1.0,1326.0,5952.0,58.0,-87.72927479,42.0201627,235000
1208 S COOK ST BARRINGTON,2018,204,1.0,7.0,3.0,3.0,0.0,2.0,1.0,1.0,1879.0,21240.0,47.0,-88.13501112,42.13685422,255000
110 W SUPERIOR ST 2501,2015,299,,,,,,,,,,,,-87.6319421,41.89604960000001,1435000
1262  EVERGREEN AVE DES PLAINES,2018,295,3.0,7.0,3.0,2.0,1.0,1.0,2.0,1.0,1775.0,1045.0,4.0,-87.89226637,42.04792375,263000
212 W WASHINGTON 1406,2008,299,,,,,,,,,,,,-87.634755,41.883629,211000
1600 S CROWFOOT CIR HOFFMAN ESTATES,2018,278,2.0,8.0,4.0,1.0,1.0,1.0,2.0,1.0,2482.0,8505.0,27.0,-88.11928345,42.04249563,386000
1049 W LILL,2005,295,2-story,6.0,2.0,Slab basement,1.0,Yes,2.0,0.0,1332.0,952.0,14.0,-87.6557037,41.9279008,767500
7  DUNDEE QUARTER  PALATINE,2018,299,,,,,,,1.0,,,784341.0,10.0,-88.01566302,42.14198587,50250
3808  ASHLEY CT ROLLING MEADOWS,2018,295,2.0,6.0,3.0,2.0,0.0,1.0,1.0,1.0,1684.0,1500.0,13.0,-88.02908785,42.08222273,242000
817 SOUTH STONE AVE,2015,203,1-story,6.0,2.0,Full basement,1.0,No,1.0,0.0,1254.0,8880.0,57.0,-87.8772798,41.7987446,204000
3743  GREENWOOD ST SKOKIE,2018,278,2.0,7.0,3.0,3.0,1.0,1.0,1.0,1.0,2024.0,7714.0,54.0,-87.72229399999998,42.04234788,400000
936  CHARLELA LN ELK GROVE VILLAGE,2018,299,,,,,,,1.0,,,1511461.0,10.0,-88.02774182,41.99820327,255000
941  SHERIDAN RD WILMETTE,2018,206,2.0,10.0,5.0,1.0,1.0,1.0,2.0,1.0,3843.0,12545.0,95.0,-87.69344643,42.07971252,1240000
6801 S LAGRANGE RD,2003,211,2-story,20.0,8.0,Full basement,0.0,No,4.0,0.0,4634.0,4315.0,85.0,-87.86462,41.763692,325000
3034 W 54TH PL,2014,203,1-story,4.0,2.0,Slab basement,0.0,No,1.0,0.0,1090.0,3625.0,82.0,-87.7001334,41.7947051,145000
23031 AMBER LANE,2003,278,2-story,8.0,4.0,Partial basement,1.0,Yes,2.0,1.0,2594.0,10625.0,7.0,-87.70967979999998,41.47054970000001,255000
3910 N ASHLAND AV,2004,211,2-story,10.0,4.0,Full basement,0.0,No,2.0,0.0,2100.0,2875.0,99.0,-87.6692285,41.9528446,380000
965  APRICOT ST HOFFMAN ESTATES,2018,203,1.0,6.0,4.0,4.0,0.0,2.0,2.0,1.0,1436.0,20300.0,58.0,-88.07441471,42.0454123,225000
2621  BENTON ST ROLLING MEADOWS,2018,278,,,,,,,1.0,,,10176.0,10.0,-88.04184214,42.08259386,569900
142 N BASSFORD AV,2004,203,1-story,6.0,3.0,Full basement,1.0,No,1.0,0.0,1240.0,6550.0,55.0,-87.88617540000001,41.8190577,357500
19204 ELM DRIVE,2004,299,,,,,,,,,,,,-87.7164724,41.54053,94000
745 HALSTED ST,2004,202,?,6.0,3.0,Full basement,0.0,No,1.0,0.0,1208.0,5257.0,68.0,-87.6352378,41.5171703,98500
110 S WE-GO TRL MOUNT PROSPECT,2018,207,2.0,7.0,3.0,3.0,1.0,1.0,1.0,1.0,1794.0,7430.0,56.0,-87.95238465,42.06451808,247000
1318  CANTERBURY LN GLENVIEW,2018,203,1.0,7.0,4.0,1.0,1.0,1.0,2.0,0.0,1799.0,12021.0,53.0,-87.78929479,42.07856701,1365000
4921 W MONTANA,2004,211,?,10.0,5.0,Full basement,0.0,No,2.0,1.0,2019.0,3720.0,98.0,-87.7497042,41.9249372,377600
1645 MANNHEIM RD,2014,211,2-story,10.0,6.0,Full basement,0.0,Yes,2.0,2.0,2752.0,2625.0,32.0,-87.881631,41.854587,266500
22 S 50TH AV,2004,203,multilevel,6.0,3.0,Partial basement,0.0,No,1.0,0.0,1101.0,7400.0,56.0,-87.89476259999998,41.89179229999999,180000
1615 W TOUHY 2S,2007,299,,,,,,,,,,,,-87.6708503,42.012349,199500
8905 S PAXTON,2007,203,?,7.0,4.0,Full basement,0.0,No,1.0,1.0,1615.0,3750.0,55.0,-87.5704236,41.7332417,284000
5520 GRAND AVE,2014,278,multilevel,6.0,3.0,Partial basement,1.0,Yes,2.0,0.0,1693.0,10050.0,43.0,-87.9003203,41.7881763,400000
340  WOOD ST PALATINE,2018,299,,,,,,,1.0,,,89381.0,10.0,-88.05536813,42.1142178,340000
8803 N OZANAM AVE NILES,2018,234,4.0,7.0,3.0,3.0,1.0,1.0,2.0,0.0,1550.0,8003.0,47.0,-87.82066306,42.04068246,280000
5975 N ODELL AVE 2H,2015,299,,,,,,,,,,,,-87.80964240000002,41.98964160000001,49000
31 E 124TH ST,2013,203,1-story,6.0,3.0,Full basement,0.0,No,1.0,0.0,1248.0,3150.0,84.0,-87.6210483,41.66871879999999,80000
1305  BALDWIN CT PALATINE,2018,299,,,,,,,1.0,,,217800.0,10.0,-88.01361656,42.13468853,79900
10826 S FOREST AVE,2014,203,?,5.0,3.0,Full basement,0.0,No,2.0,0.0,1116.0,4125.0,82.0,-87.6162082,41.6973144,160000
601  RIDGE RD WILMETTE,2018,299,,,,,,,1.0,,,9990.0,10.0,-87.72293559,42.07563496,99000
1406 KEMMAN,2007,207,2-story,5.0,3.0,Full basement,0.0,No,1.0,0.0,1200.0,6250.0,63.0,-87.8620151,41.8385213,267000
2236  FIR ST GLENVIEW,2018,278,1.0,7.0,4.0,1.0,2.0,1.0,2.0,1.0,1746.0,10125.0,57.0,-87.81461851,42.07678939,545000
7405 W ADDISON,2005,202,?,4.0,2.0,Partial basement,0.0,No,1.0,0.0,780.0,3750.0,79.0,-87.8121578,41.9449998,280000
8691 CROWN CT,2015,209,2-story,12.0,5.0,Full basement,3.0,Yes,5.0,2.0,5114.0,27817.0,1.0,-87.908924,41.7315398,1720000
7439 W CLARENCE AV,2008,203,1-story,5.0,3.0,Full basement,1.0,Yes,1.0,1.0,1138.0,3125.0,51.0,-87.81338670000002,41.9942977,376000
1819 S CALIFORNIA AVE,2005,211,2-story,18.0,6.0,Full basement,0.0,No,4.0,0.0,3140.0,3300.0,106.0,-87.69530859999998,41.8568025,359900
3318 EUCLID AV,2004,202,1-story,4.0,2.0,Slab basement,0.0,No,1.0,0.0,770.0,28836.0,50.0,-87.6452989,41.4773977,83000
1307  PROVIDENCE CIR  ELGIN,2018,299,,,,,,,1.0,,,447052.0,10.0,-88.2488529,42.06092898,147500
P O BOX 43433,2004,202,?,6.0,2.0,Slab basement,0.0,No,1.0,0.0,798.0,6760.0,55.0,-87.62979820000002,41.8781136,47000
11633 S AVENUE,2012,202,1-story,5.0,3.0,Partial basement,0.0,No,1.0,0.0,726.0,4312.0,64.0,-87.5400477,41.683319,80000
625  BREAKERS PT SCHAUMBURG,2018,299,,,,,,,1.0,,,160205.0,10.0,-88.06395536,42.03463328,174900
2561  COLLEGE HILL CIR SCHAUMBURG,2018,299,,,,,,,1.0,,,606223.0,10.0,-88.06383221,42.07666466,175000
6610 CHARLESTON,2005,202,1-story,5.0,3.0,crawlspace,0.0,No,1.0,0.0,912.0,6150.0,50.0,-87.7809088,41.6068345,109000
4726 N NARRAGANSETT AVE HARWOOD HEIGHTS,2018,203,1.0,9.0,5.0,3.0,0.0,2.0,2.0,1.0,1515.0,5738.0,62.0,-87.78712931,41.96665408,470000
722  DARTMOUTH LN SCHAUMBURG,2018,202,1.0,5.0,3.0,2.0,0.0,2.0,1.0,0.0,962.0,10730.0,50.0,-88.11779609999998,42.01229683,117000
742 W 116TH PL,2004,203,1-story,5.0,2.0,Full basement,0.0,No,2.0,0.0,1104.0,5115.0,82.0,-87.641348,41.6831256,100000
5810 N NINA,2011,203,1-story,4.0,2.0,Slab basement,0.0,No,1.0,0.0,1075.0,5671.0,93.0,-87.8050912,41.9869818,270000
1111  FOSTER ST EVANSTON,2018,205,2.0,6.0,4.0,1.0,1.0,2.0,2.0,1.0,1496.0,3666.0,112.0,-87.68655716,42.05418404,342000
3100  LEXINGTON LN GLENVIEW,2018,299,,,,,,,1.0,,,311942.0,10.0,-87.83322934,42.10641386,220000
3832 N SEELEY,2013,211,2-story,16.0,8.0,Full basement,3.0,Yes,3.0,1.0,2937.0,3720.0,97.0,-87.6801767,41.9514733,1573500
5301 N DELPHIA 302,2004,299,,,,,,,,,,,,-87.8412767,41.9753787,181500
1122 W CATALPA,2011,299,,,,,,,,,,,,-87.659089,41.982582,270000
2511 N MARMORA,2003,203,?,6.0,3.0,Full basement,0.0,No,1.0,1.0,1685.0,3472.0,81.0,-87.773124,41.9260479,260000
214  FLORENCE RD INVERNESS,2018,204,1.0,6.0,3.0,3.0,1.0,2.0,1.0,1.0,1977.0,54145.0,25.0,-88.10381897,42.12111973,420000
4139 S WISCONSIN AVE,2013,203,1-story,4.0,3.0,Full basement,0.0,Yes,1.0,0.0,1186.0,4323.0,31.0,-87.7995601,41.8160391,151000
2840 142ND PL,2012,278,3-story,7.0,3.0,Slab basement,1.0,Yes,2.0,2.0,2583.0,4722.0,1.0,-87.6906427,41.6345494,117000
10658 S HAMLIN,2004,203,2-story,8.0,4.0,Full basement,1.0,Yes,2.0,1.0,2670.0,5360.0,3.0,-87.7160686,41.6987912,177500
1427 W BERWYN AVE 1,2005,299,,,,,,,,,,,,-87.665864,41.97779600000001,405000
3321 W CRYSTAL ST,2003,211,2-story,8.0,4.0,Full basement,0.0,Yes,2.0,0.0,1642.0,3100.0,100.0,-87.71019940000002,41.903543,249000
8111 BOB O LINK RD,2007,234,multilevel,5.0,3.0,Partial basement,1.0,Yes,2.0,0.0,1612.0,10148.0,27.0,-87.8169195,41.6146887,355000
5708 CRESTVIEW DR,2003,203,1-story,6.0,3.0,crawlspace,1.0,Yes,1.0,1.0,1404.0,14640.0,48.0,-87.9006155,41.8097532,385000
915 W FLETCHER 2,2012,299,,,,,,,,,,,,-87.652381,41.938729,370000
3209 N DRAKE F,2005,295,3-story,7.0,3.0,Slab basement,0.0,Yes,2.0,1.0,1587.0,824.0,7.0,-87.714979,41.939594,302000
1501 ATWOOD AVE,2012,203,1-story,5.0,3.0,Full basement,0.0,Yes,1.0,0.0,1000.0,6825.0,57.0,-87.9161275,41.8875869,121500
6807 N MILWAUKEE AVE NILES,2018,299,,,,,,,1.0,,,22394.0,10.0,-87.79277645,42.00608616,1
3106 N 77TH CT ELMWOOD PARK,2018,203,5.0,6.0,3.0,1.0,0.0,1.0,1.0,1.0,1381.0,3840.0,87.0,-87.82048141,41.93645215,223000
2754 N HAWTHORNE AVE FRANKLIN PARK,2018,203,5.0,6.0,3.0,1.0,0.0,1.0,1.0,1.0,1182.0,6765.0,71.0,-87.87375159,41.9288883,85000
340 E RANDOLPH 5304,2015,299,,,,,,,,,,,,-87.6190621,41.8847771,1280000
2643  REUTER AVE FRANKLIN PARK,2018,205,2.0,7.0,4.0,3.0,0.0,1.0,2.0,0.0,1808.0,6075.0,66.0,-87.86910088,41.92734729,212000
11519 ROSEMERE CT,2015,234,multilevel,7.0,3.0,Partial basement,1.0,Yes,2.0,0.0,1288.0,11949.0,43.0,-87.90392299999998,41.7413041,280000
1204  GROVE AVE PARK RIDGE,2018,208,2.0,8.0,4.0,1.0,1.0,1.0,3.0,1.0,3948.0,9400.0,9.0,-87.82351098,41.99646843,1050000
633 N LATROBE,2005,202,?,4.0,2.0,Full basement,0.0,No,1.0,0.0,1544.0,3780.0,111.0,-87.7564398,41.8921666,150000
1829 W SUMMERDALE,2015,202,?,7.0,4.0,Full basement,0.0,No,1.0,1.0,1254.0,3125.0,114.0,-87.67600259999998,41.9786339,830000
2450 N 77TH CT ELMWOOD PARK,2018,299,,,,,,,1.0,,,4410.0,10.0,-87.82007525,41.92493799,75000
3728  KEENAN LN GLENVIEW,2018,278,2.0,8.0,4.0,1.0,1.0,1.0,2.0,1.0,3067.0,9992.0,28.0,-87.84838488,42.09862184,630000
108  GREY FOX CT STREAMWOOD,2018,278,2.0,8.0,4.0,1.0,1.0,1.0,2.0,1.0,2912.0,13438.0,19.0,-88.21141006,42.023495200000006,430000
4247  RUBY ST SCHILLER PARK,2018,278,2.0,8.0,6.0,1.0,0.0,2.0,2.0,0.0,2017.0,7980.0,58.0,-87.87066426,41.95640543,250000
3605  CENTRAL ST EVANSTON,2018,234,4.0,6.0,3.0,3.0,1.0,2.0,1.0,1.0,1145.0,5015.0,62.0,-87.73058295,42.06492386,382500
1788  MARQUETTE LN HOFFMAN ESTATES,2018,299,,,,,,,1.0,,,804790.0,10.0,-88.12616275,42.05589521,122690
656 W 116TH ST,2003,202,1-story,5.0,2.0,Full basement,0.0,No,1.0,0.0,902.0,3875.0,111.0,-87.63959399999997,41.6841986,99000
24  MONARCH DR STREAMWOOD,2018,299,,,,,,,1.0,,,424893.0,10.0,-88.20608904,42.01131897,122000
4924 WEST 141ST STREET,2015,203,?,6.0,3.0,crawlspace,0.0,No,1.0,1.0,1594.0,14340.0,48.0,-87.7132568,41.6369081,169000
2316 N ELM ST RIVER GROVE,2018,203,1.0,5.0,3.0,1.0,0.0,2.0,1.0,0.0,1008.0,4960.0,54.0,-87.85173176,41.92144914,250000
6449 S FRANCISCO,2003,203,?,6.0,3.0,Full basement,1.0,No,1.0,1.0,1320.0,3750.0,85.0,-87.6955712,41.77579710000001,151000
1478 MONTEREY DR,2015,299,,,,,,,,,,,,-87.8319308,42.0819001,470000
1219  BEAU DR PARK RIDGE,2018,295,2.0,6.0,3.0,1.0,1.0,1.0,2.0,1.0,1930.0,1608.0,30.0,-87.8382215,42.02665798,410000
2150 S CHESTNUT ST DES PLAINES,2018,295,2.0,5.0,3.0,1.0,0.0,2.0,1.0,1.0,1152.0,1273.0,56.0,-87.88974203,42.01395436,125000
2005  GRANT ST EVANSTON,2018,210,2.0,6.0,3.0,1.0,0.0,2.0,1.0,1.0,1425.0,2821.0,65.0,-87.70074679,42.0594362,335000
2838 N BURLING ST 3,2003,299,,,,,,,,,,,,-87.64814940000002,41.9339025,518000
5251 S TROY,2004,203,1-story,6.0,3.0,Full basement,0.0,No,1.0,0.0,1024.0,3750.0,85.0,-87.70219300000002,41.7975225,210000
9343 SUTTER DR,2013,295,2-story,7.0,3.0,Full basement,1.0,Yes,3.0,0.0,2229.0,2730.0,4.0,-87.844938,41.559733,244900
15347 CATALINA AVE,2010,299,,,,,,,,,,,,-87.79982,41.612272,172500
1908 W IRVING PARK,2005,299,,,,,,,,,,,,-87.676901,41.954498,442000
3322 N NARRAGANSETT AV,2006,203,1-story,5.0,2.0,Full basement,0.0,No,1.0,0.0,1197.0,4316.0,85.0,-87.7863632,41.9408086,460000
1585 S KEMBLEY AVE PALATINE,2018,295,2.0,6.0,2.0,1.0,1.0,1.0,2.0,1.0,1867.0,2425.0,7.0,-88.08210550000003,42.08173258,310000
1378  PERRY ST DES PLAINES,2018,299,,,,,,,1.0,,,37448.0,10.0,-87.88997547,42.04440842,170000
947 N DAMEN AVE,2015,211,3-story,30.0,12.0,Full basement,0.0,No,6.0,0.0,7008.0,3680.0,92.0,-87.67689109999998,41.8991126,620000
84  EDWARD AVE NORTHLAKE,2018,203,5.0,6.0,3.0,4.0,0.0,2.0,1.0,0.0,1400.0,13345.0,68.0,-87.8908901,41.9087208,145999
4505 W 66TH ST,2005,203,1-story,5.0,3.0,Full basement,0.0,No,1.0,0.0,1170.0,4987.0,56.0,-87.73513349999998,41.7728521,250000
801  WOODLAND HEIGHTS BLVD STREAMWOOD,2018,202,1.0,5.0,3.0,4.0,0.0,2.0,1.0,0.0,925.0,9066.0,48.0,-88.16416733,42.01745719,81482
3512 RAYMOND AV,2003,202,1-story,4.0,2.0,Full basement,0.0,Yes,1.0,0.0,949.0,7500.0,56.0,-87.8554551,41.8268739,186000
3356 S NORMAL,2009,207,2-story,7.0,3.0,Partial basement,0.0,Yes,2.0,1.0,1920.0,3144.0,19.0,-87.6391411,41.8329193,440000
4157 N HARDING,2012,211,2-story,12.0,5.0,Full basement,0.0,No,2.0,0.0,2994.0,3882.0,91.0,-87.7261311,41.9571954,511000
3415 N OZARK,2009,202,?,4.0,3.0,Slab basement,0.0,No,1.0,0.0,858.0,3780.0,66.0,-87.8200681,41.9417805,208000
5624 N MOODY AVE,2008,202,1-story,5.0,2.0,Full basement,0.0,Yes,1.0,0.0,814.0,3720.0,88.0,-87.7821171,41.9836782,206500
12447 S PERRY,2006,234,multilevel,6.0,3.0,Full basement,1.0,No,2.0,0.0,1325.0,5032.0,46.0,-87.6244418,41.6675433,146000
9336  MORGAN AVE EVANSTON,2018,278,2.0,7.0,4.0,3.0,0.0,1.0,2.0,1.0,2088.0,5255.0,50.0,-87.71222926,42.05110522,375000
1939 W RACE AVE,2014,278,1-story,4.0,2.0,Full basement,0.0,No,1.0,0.0,860.0,2280.0,122.0,-87.6760527,41.8913866,900000
3201 N RAVENSWOOD 111,2004,299,,,,,,,,,,,,-87.6731358,41.9399299,282500
3635  MADISON ST SKOKIE,2018,210,1.0,6.0,2.0,1.0,0.0,1.0,1.0,1.0,928.0,4261.0,63.0,-87.71981275,42.03158737,139900
700  PERRIE DR ELK GROVE VILLAGE,2018,299,,,,,,,1.0,,,399527.0,10.0,-87.9733016,42.01558468,138000
7400 W LAWRENCE AVE HARWOOD HEIGHTS,2018,299,,,,,,,1.0,,,133779.0,10.0,-87.81273982,41.96789081,154000
1133 W CORNELIA  D,2003,299,,,,,,,,,,,,-87.6583064,41.9451734,369000
902  RIDGE SQ ELK GROVE VILLAGE,2018,299,,,,,,,1.0,,,22741.0,10.0,-87.9901887,42.00510341,90000
